snapshot_date,store_id,product_id,units_on_hand
2025-12-21,11,1006,63
2025-12-20,11,1006,93
2025-12-19,11,1006,127
2025-12-18,11,1006,113
2025-12-17,11,1006,58
2025-12-16,11,1006,173
2025-12-15,11,1006,132
2025-12-14,11,1006,193
2025-12-13,11,1006,2
2025-12-12,11,1006,116
2025-12-11,11,1006,103
2025-12-10,11,1006,19
2025-12-09,11,1006,105
2025-12-08,11,1006,36
2025-12-07,11,1006,31
2025-12-06,11,1006,21
2025-12-05,11,1006,180
2025-12-04,11,1006,184
2025-12-03,11,1006,112
2025-12-02,11,1006,155
2025-12-01,11,1006,195
2025-11-30,11,1006,108
2025-11-29,11,1006,197
2025-11-28,11,1006,95
2025-11-27,11,1006,72
2025-11-26,11,1006,60
2025-11-25,11,1006,125
2025-11-24,11,1006,143
2025-11-23,11,1006,113
2025-11-22,11,1006,146
2025-11-21,11,1006,189
2025-11-20,11,1006,88
2025-11-19,11,1006,28
2025-11-18,11,1006,179
2025-11-17,11,1006,113
2025-11-16,11,1006,173
2025-11-15,11,1006,10
2025-11-14,11,1006,141
2025-11-13,11,1006,150
2025-11-12,11,1006,130
2025-11-11,11,1006,93
2025-11-10,11,1006,26
2025-11-09,11,1006,120
2025-11-08,11,1006,170
2025-11-07,11,1006,135
2025-11-06,11,1006,160
2025-11-05,11,1006,26
2025-11-04,11,1006,173
2025-11-03,11,1006,122
2025-11-02,11,1006,126
2025-11-01,11,1006,68
2025-10-31,11,1006,58
2025-10-30,11,1006,36
2025-12-29,11,1007,2
2025-12-28,11,1007,21
2025-12-27,11,1007,78
2025-12-26,11,1007,33
2025-12-25,11,1007,187
2025-12-24,11,1007,142
2025-12-23,11,1007,28
2025-12-22,11,1007,34
2025-12-21,11,1007,50
2025-12-20,11,1007,104
2025-12-19,11,1007,62
2025-12-18,11,1007,61
2025-12-17,11,1007,53
2025-12-16,11,1007,128
2025-12-15,11,1007,19
2025-12-14,11,1007,40
2025-12-13,11,1007,152
2025-12-12,11,1007,4
2025-12-11,11,1007,118
2025-12-10,11,1007,82
2025-12-09,11,1007,34
2025-12-08,11,1007,103
2025-12-07,11,1007,200
2025-12-06,11,1007,153
2025-12-05,11,1007,48
2025-12-04,11,1007,120
2025-12-03,11,1007,68
2025-12-02,11,1007,137
2025-12-01,11,1007,144
2025-11-30,11,1007,143
2025-11-29,11,1007,189
2025-11-28,11,1007,72
2025-11-27,11,1007,133
2025-11-26,11,1007,112
2025-11-25,11,1007,4
2025-11-24,11,1007,49
2025-11-23,11,1007,180
2025-11-22,11,1007,186
2025-11-21,11,1007,191
2025-11-20,11,1007,180
2025-11-19,11,1007,146
2025-11-18,11,1007,109
2025-11-17,11,1007,182
2025-11-16,11,1007,62
2025-11-15,11,1007,124
2025-11-14,11,1007,193
2025-11-13,11,1007,62
2025-11-12,11,1007,88
2025-11-11,11,1007,117
2025-11-10,11,1007,105
2025-11-09,11,1007,93
2025-11-08,11,1007,161
2025-11-07,11,1007,17
2025-11-06,11,1007,4
2025-11-05,11,1007,128
2025-11-04,11,1007,24
2025-11-03,11,1007,125
2025-11-02,11,1007,144
2025-11-01,11,1007,142
2025-10-31,11,1007,177
2025-10-30,11,1007,35
2025-12-29,11,1008,150
2025-12-28,11,1008,27
2025-12-27,11,1008,63
2025-12-26,11,1008,192
2025-12-25,11,1008,89
2025-12-24,11,1008,154
2025-12-23,11,1008,13
2025-12-22,11,1008,141
2025-12-21,11,1008,9
2025-12-20,11,1008,33
2025-12-19,11,1008,148
2025-12-18,11,1008,181
2025-12-17,11,1008,59
2025-12-16,11,1008,137
2025-12-15,11,1008,175
2025-12-14,11,1008,113
2025-12-13,11,1008,6
2025-12-12,11,1008,89
2025-12-11,11,1008,17
2025-12-10,11,1008,186
2025-12-09,11,1008,55
2025-12-08,11,1008,182
2025-12-07,11,1008,125
2025-12-06,11,1008,84
2025-12-05,11,1008,98
2025-12-04,11,1008,160
2025-12-03,11,1008,175
2025-12-02,11,1008,123
2025-12-01,11,1008,129
2025-11-30,11,1008,188
2025-11-29,11,1008,54
2025-11-28,11,1008,60
2025-11-27,11,1008,193
2025-11-26,11,1008,145
2025-11-25,11,1008,76
2025-11-24,11,1008,154
2025-11-23,11,1008,100
2025-11-22,11,1008,5
2025-11-21,11,1008,104
2025-11-20,11,1008,37
2025-11-19,11,1008,199
2025-11-18,11,1008,109
2025-11-17,11,1008,26
2025-11-16,11,1008,79
2025-11-15,11,1008,100
2025-11-14,11,1008,71
2025-11-13,11,1008,141
2025-11-12,11,1008,22
2025-11-11,11,1008,78
2025-11-10,11,1008,134
2025-11-09,11,1008,162
2025-11-08,11,1008,133
2025-11-07,11,1008,83
2025-11-06,11,1008,159
2025-11-05,11,1008,81
2025-11-04,11,1008,59
2025-11-03,11,1008,170
2025-11-02,11,1008,8
2025-11-01,11,1008,85
2025-10-31,11,1008,119
2025-10-30,11,1008,147
2025-12-29,11,1009,28
2025-12-28,11,1009,198
2025-12-27,11,1009,74
2025-12-26,11,1009,111
2025-12-25,11,1009,40
2025-12-24,11,1009,160
2025-12-23,11,1009,154
2025-12-22,11,1009,93
2025-12-21,11,1009,162
2025-12-20,11,1009,65
2025-12-19,11,1009,122
2025-12-18,11,1009,162
2025-12-17,11,1009,151
2025-12-16,11,1009,170
2025-12-15,11,1009,152
2025-12-14,11,1009,193
2025-12-13,11,1009,174
2025-12-12,11,1009,191
2025-12-11,11,1009,124
2025-12-10,11,1009,137
2025-12-09,11,1009,99
2025-12-08,11,1009,163
2025-12-07,11,1009,149
2025-12-06,11,1009,3
2025-12-05,11,1009,40
2025-12-04,11,1009,80
2025-12-03,11,1009,173
2025-12-02,11,1009,125
2025-12-01,11,1009,31
2025-11-30,11,1009,105
2025-11-29,11,1009,48
2025-11-28,11,1009,99
2025-11-27,11,1009,94
2025-11-26,11,1009,91
2025-11-25,11,1009,116
2025-11-24,11,1009,93
2025-11-23,11,1009,121
2025-11-22,11,1009,139
2025-11-21,11,1009,133
2025-11-20,11,1009,28
2025-11-19,11,1009,196
2025-11-18,11,1009,111
2025-11-17,11,1009,61
2025-11-16,11,1009,148
2025-11-15,11,1009,72
2025-11-14,11,1009,92
2025-11-13,11,1009,14
2025-11-12,11,1009,191
2025-11-11,11,1009,148
2025-11-10,11,1009,22
2025-11-09,11,1009,14
2025-11-08,11,1009,104
2025-11-07,11,1009,136
2025-11-06,11,1009,174
2025-11-05,11,1009,94
2025-11-04,11,1009,43
2025-11-03,11,1009,10
2025-11-02,11,1009,73
2025-11-01,11,1009,43
2025-10-31,11,1009,28
2025-10-30,11,1009,166
2025-12-29,11,1010,188
2025-12-28,11,1010,114
2025-12-27,11,1010,154
2025-12-26,11,1010,118
2025-12-25,11,1010,74
2025-12-24,11,1010,167
2025-12-23,11,1010,120
2025-12-22,11,1010,122
2025-12-21,11,1010,100
2025-12-20,11,1010,57
2025-12-19,11,1010,97
2025-12-18,11,1010,18
2025-12-17,11,1010,105
2025-12-16,11,1010,84
2025-12-15,11,1010,165
2025-12-14,11,1010,104
2025-12-13,11,1010,147
2025-12-12,11,1010,142
2025-12-11,11,1010,129
2025-12-10,11,1010,50
2025-12-09,11,1010,134
2025-12-08,11,1010,5
2025-12-07,11,1010,149
2025-12-06,11,1010,165
2025-12-05,11,1010,98
2025-12-04,11,1010,107
2025-12-03,11,1010,82
2025-12-02,11,1010,150
2025-12-01,11,1010,196
2025-11-30,11,1010,72
2025-11-29,11,1010,53
2025-11-28,11,1010,166
2025-11-27,11,1010,127
2025-11-26,11,1010,136
2025-11-25,11,1010,153
2025-11-24,11,1010,57
2025-11-23,11,1010,91
2025-11-22,11,1010,190
2025-11-21,11,1010,47
2025-11-20,11,1010,107
2025-11-19,11,1010,154
2025-11-18,11,1010,117
2025-11-17,11,1010,181
2025-11-16,11,1010,99
2025-11-15,11,1010,11
2025-11-14,11,1010,141
2025-11-13,11,1010,106
2025-11-12,11,1010,170
2025-11-11,11,1010,198
2025-11-10,11,1010,158
2025-11-09,11,1010,84
2025-11-08,11,1010,6
2025-11-07,11,1010,192
2025-11-06,11,1010,79
2025-11-05,11,1010,171
2025-11-04,11,1010,150
2025-11-03,11,1010,123
2025-11-02,11,1010,46
2025-11-01,11,1010,99
2025-10-31,11,1010,173
2025-10-30,11,1010,52
2025-12-29,11,1011,70
2025-12-28,11,1011,6
2025-12-27,11,1011,13
2025-12-26,11,1011,12
2025-12-25,11,1011,166
2025-12-24,11,1011,109
2025-12-23,11,1011,159
2025-12-22,11,1011,5
2025-12-21,11,1011,47
2025-12-20,11,1011,49
2025-12-19,11,1011,3
2025-12-18,11,1011,60
2025-12-17,11,1011,26
2025-12-16,11,1011,11
2025-12-15,11,1011,24
2025-12-14,11,1011,128
2025-12-13,11,1011,54
2025-12-12,11,1011,153
2025-12-11,11,1011,163
2025-12-10,11,1011,140
2025-12-09,11,1011,10
2025-12-08,11,1011,64
2025-12-07,11,1011,77
2025-12-06,11,1011,166
2025-12-05,11,1011,23
2025-12-04,11,1011,152
2025-12-03,11,1011,135
2025-12-02,11,1011,17
2025-12-01,11,1011,11
2025-11-30,11,1011,36
2025-11-29,11,1011,28
2025-11-28,11,1011,49
2025-11-27,11,1011,183
2025-11-26,11,1011,88
2025-11-25,11,1011,55
2025-11-24,11,1011,45
2025-11-23,11,1011,28
2025-11-22,11,1011,79
2025-11-21,11,1011,40
2025-11-20,11,1011,74
2025-11-19,11,1011,185
2025-11-18,11,1011,154
2025-11-17,11,1011,84
2025-11-16,11,1011,83
2025-11-15,11,1011,160
2025-11-14,11,1011,151
2025-11-13,11,1011,59
2025-11-12,11,1011,67
2025-11-11,11,1011,52
2025-11-10,11,1011,171
2025-11-09,11,1011,171
2025-11-08,11,1011,74
2025-11-07,11,1011,21
2025-11-06,11,1011,195
2025-11-05,11,1011,181
2025-11-04,11,1011,147
2025-11-03,11,1011,51
2025-11-02,11,1011,171
2025-11-01,11,1011,129
2025-10-31,11,1011,107
2025-10-30,11,1011,7
2025-12-29,11,1012,164
2025-12-28,11,1012,127
2025-12-27,11,1012,25
2025-12-26,11,1012,16
2025-12-25,11,1012,47
2025-12-24,11,1012,148
2025-12-23,11,1012,72
2025-12-22,11,1012,112
2025-12-21,11,1012,21
2025-12-20,11,1012,121
2025-12-19,11,1012,99
2025-12-18,11,1012,9
2025-12-17,11,1012,175
2025-12-16,11,1012,171
2025-12-15,11,1012,84
2025-12-14,11,1012,198
2025-12-13,11,1012,94
2025-12-12,11,1012,163
2025-12-11,11,1012,197
2025-12-10,11,1012,25
2025-12-09,11,1012,149
2025-12-08,11,1012,186
2025-12-07,11,1012,29
2025-12-06,11,1012,92
2025-12-05,11,1012,1
2025-12-04,11,1012,101
2025-12-03,11,1012,135
2025-12-02,11,1012,133
2025-12-01,11,1012,32
2025-11-30,11,1012,107
2025-11-29,11,1012,17
2025-11-28,11,1012,166
2025-11-27,11,1012,21
2025-11-26,11,1012,51
2025-11-25,11,1012,47
2025-11-24,11,1012,29
2025-11-23,11,1012,86
2025-11-22,11,1012,4
2025-11-21,11,1012,68
2025-11-20,11,1012,171
2025-11-19,11,1012,172
2025-11-18,11,1012,104
2025-11-17,11,1012,200
2025-11-16,11,1012,123
2025-11-15,11,1012,120
2025-11-14,11,1012,196
2025-11-13,11,1012,106
2025-11-12,11,1012,5
2025-11-11,11,1012,99
2025-11-10,11,1012,155
2025-11-09,11,1012,136
2025-11-08,11,1012,17
2025-11-07,11,1012,19
2025-11-06,11,1012,37
2025-11-05,11,1012,3
2025-11-04,11,1012,183
2025-11-03,11,1012,31
2025-11-02,11,1012,192
2025-11-01,11,1012,74
2025-10-31,11,1012,70
2025-10-30,11,1012,73
2025-12-29,11,1013,198
2025-12-28,11,1013,109
2025-12-27,11,1013,166
2025-12-26,11,1013,45
2025-12-25,11,1013,198
2025-12-24,11,1013,14
2025-12-23,11,1013,190
2025-12-22,11,1013,186
2025-12-21,11,1013,18
2025-12-20,11,1013,121
2025-12-19,11,1013,54
2025-12-18,11,1013,179
2025-12-17,11,1013,188
2025-12-16,11,1013,166
2025-12-15,11,1013,22
2025-12-14,11,1013,189
2025-12-13,11,1013,28
2025-12-12,11,1013,198
2025-12-11,11,1013,111
2025-12-10,11,1013,101
2025-12-09,11,1013,193
2025-12-08,11,1013,62
2025-12-07,11,1013,9
2025-12-06,11,1013,88
2025-12-05,11,1013,169
2025-12-04,11,1013,195
2025-12-03,11,1013,62
2025-12-02,11,1013,184
2025-12-01,11,1013,149
2025-11-30,11,1013,39
2025-11-29,11,1013,45
2025-11-28,11,1013,46
2025-11-27,11,1013,99
2025-11-26,11,1013,94
2025-11-25,11,1013,18
2025-11-24,11,1013,111
2025-11-23,11,1013,143
2025-11-22,11,1013,123
2025-11-21,11,1013,74
2025-11-20,11,1013,169
2025-11-19,11,1013,18
2025-11-18,11,1013,148
2025-11-17,11,1013,86
2025-11-16,11,1013,87
2025-11-15,11,1013,150
2025-11-14,11,1013,185
2025-11-13,11,1013,15
2025-11-12,11,1013,132
2025-11-11,11,1013,126
2025-11-10,11,1013,24
2025-11-09,11,1013,167
2025-11-08,11,1013,115
2025-11-07,11,1013,25
2025-11-06,11,1013,196
2025-11-05,11,1013,74
2025-11-04,11,1013,81
2025-11-03,11,1013,8
2025-11-02,11,1013,69
2025-11-01,11,1013,107
2025-10-31,11,1013,178
2025-10-30,11,1013,2
2025-12-29,11,1014,20
2025-12-28,11,1014,187
2025-12-27,11,1014,110
2025-12-26,11,1014,9
2025-12-25,11,1014,91
2025-12-24,11,1014,183
2025-12-23,11,1014,120
2025-12-22,11,1014,118
2025-12-21,11,1014,94
2025-12-20,11,1014,167
2025-12-19,11,1014,107
2025-12-18,11,1014,154
2025-12-17,11,1014,71
2025-12-16,11,1014,188
2025-12-15,11,1014,21
2025-12-14,11,1014,28
2025-12-13,11,1014,182
2025-12-12,11,1014,73
2025-12-11,11,1014,29
2025-12-10,11,1014,56
2025-12-09,11,1014,26
2025-12-08,11,1014,0
2025-12-07,11,1014,157
2025-12-06,11,1014,156
2025-12-05,11,1014,118
2025-12-04,11,1014,84
2025-12-03,11,1014,31
2025-12-02,11,1014,25
2025-12-01,11,1014,58
2025-11-30,11,1014,67
2025-11-29,11,1014,65
2025-11-28,11,1014,165
2025-11-27,11,1014,167
2025-11-26,11,1014,143
2025-11-25,11,1014,192
2025-11-24,11,1014,75
2025-11-23,11,1014,40
2025-11-22,11,1014,192
2025-11-21,11,1014,48
2025-11-20,11,1014,159
2025-11-19,11,1014,79
2025-11-18,11,1014,173
2025-11-17,11,1014,123
2025-11-16,11,1014,174
2025-11-15,11,1014,148
2025-11-14,11,1014,102
2025-11-13,11,1014,22
2025-11-12,11,1014,155
2025-11-11,11,1014,92
2025-11-10,11,1014,86
2025-11-09,11,1014,171
2025-11-08,11,1014,69
2025-11-07,11,1014,32
2025-11-06,11,1014,47
2025-11-05,11,1014,32
2025-11-04,11,1014,41
2025-11-03,11,1014,36
2025-11-02,11,1014,145
2025-11-01,11,1014,123
2025-10-31,11,1014,146
2025-10-30,11,1014,50
2025-12-29,11,1015,153
2025-12-28,11,1015,186
2025-12-27,11,1015,184
2025-12-26,11,1015,91
2025-12-25,11,1015,53
2025-12-24,11,1015,105
2025-12-23,11,1015,73
2025-12-22,11,1015,157
2025-12-21,11,1015,172
2025-12-20,11,1015,119
2025-12-19,11,1015,61
2025-12-18,11,1015,74
2025-12-17,11,1015,39
2025-12-16,11,1015,195
2025-12-15,11,1015,17
2025-12-14,11,1015,26
2025-12-13,11,1015,13
2025-12-12,11,1015,130
2025-12-11,11,1015,116
2025-12-10,11,1015,151
2025-12-09,11,1015,105
2025-12-08,11,1015,114
2025-12-07,11,1015,59
2025-12-06,11,1015,158
2025-12-05,11,1015,174
2025-12-04,11,1015,78
2025-12-03,11,1015,149
2025-12-02,11,1015,24
2025-12-01,11,1015,24
2025-11-30,11,1015,162
2025-11-29,11,1015,1
2025-11-28,11,1015,64
2025-11-27,11,1015,163
2025-11-26,11,1015,86
2025-11-25,11,1015,109
2025-11-24,11,1015,194
2025-11-23,11,1015,40
2025-11-22,11,1015,197
2025-11-21,11,1015,187
2025-11-20,11,1015,33
2025-11-19,11,1015,92
2025-11-18,11,1015,155
2025-11-17,11,1015,173
2025-11-16,11,1015,146
2025-11-15,11,1015,60
2025-11-14,11,1015,53
2025-11-13,11,1015,104
2025-11-12,11,1015,60
2025-11-11,11,1015,41
2025-11-10,11,1015,57
2025-11-09,11,1015,165
2025-11-08,11,1015,159
2025-11-07,11,1015,194
2025-11-06,11,1015,81
2025-11-05,11,1015,42
2025-11-04,11,1015,96
2025-11-03,11,1015,89
2025-11-02,11,1015,157
2025-11-01,11,1015,104
2025-10-31,11,1015,141
2025-10-30,11,1015,198
2025-12-29,11,1016,136
2025-12-28,11,1016,12
2025-12-27,11,1016,3
2025-12-26,11,1016,154
2025-12-25,11,1016,113
2025-12-24,11,1016,196
2025-12-23,11,1016,19
2025-12-22,11,1016,146
2025-12-21,11,1016,4
2025-12-20,11,1016,171
2025-12-19,11,1016,36
2025-12-18,11,1016,171
2025-12-17,11,1016,188
2025-12-16,11,1016,118
2025-12-15,11,1016,145
2025-12-14,11,1016,84
2025-12-13,11,1016,167
2025-12-12,11,1016,117
2025-12-11,11,1016,128
2025-12-10,11,1016,104
2025-12-09,11,1016,129
2025-12-08,11,1016,53
2025-12-07,11,1016,183
2025-12-06,11,1016,81
2025-12-05,11,1016,193
2025-12-04,11,1016,77
2025-12-03,11,1016,113
2025-12-02,11,1016,11
2025-12-01,11,1016,68
2025-11-30,11,1016,116
2025-11-29,11,1016,176
2025-11-28,11,1016,177
2025-11-27,11,1016,176
2025-11-26,11,1016,16
2025-11-25,11,1016,20
2025-11-24,11,1016,161
2025-11-23,11,1016,118
2025-11-22,11,1016,125
2025-11-21,11,1016,46
2025-11-20,11,1016,91
2025-11-19,11,1016,56
2025-11-18,11,1016,187
2025-11-17,11,1016,181
2025-11-16,11,1016,80
2025-11-15,11,1016,150
2025-11-14,11,1016,195
2025-11-13,11,1016,19
2025-11-12,11,1016,9
2025-11-11,11,1016,35
2025-11-10,11,1016,25
2025-11-09,11,1016,74
2025-11-08,11,1016,49
2025-11-07,11,1016,111
2025-11-06,11,1016,100
2025-11-05,11,1016,153
2025-11-04,11,1016,180
2025-11-03,11,1016,190
2025-11-02,11,1016,122
2025-11-01,11,1016,165
2025-10-31,11,1016,145
2025-10-30,11,1016,132
2025-12-29,11,1017,152
2025-12-28,11,1017,148
2025-12-27,11,1017,68
2025-12-26,11,1017,161
2025-12-25,11,1017,128
2025-12-24,11,1017,5
2025-12-23,11,1017,133
2025-12-22,11,1017,177
2025-12-21,11,1017,67
2025-12-20,11,1017,134
2025-12-19,11,1017,34
2025-12-18,11,1017,139
2025-12-17,11,1017,7
2025-12-16,11,1017,113
2025-12-15,11,1017,66
2025-12-14,11,1017,134
2025-12-13,11,1017,161
2025-12-12,11,1017,100
2025-12-11,11,1017,140
2025-12-10,11,1017,153
2025-12-09,11,1017,178
2025-12-08,11,1017,0
2025-12-07,11,1017,158
2025-12-06,11,1017,17
2025-12-05,11,1017,142
2025-12-04,11,1017,21
2025-12-03,11,1017,197
2025-12-02,11,1017,105
2025-12-01,11,1017,34
2025-11-30,11,1017,118
2025-11-29,11,1017,118
2025-11-28,11,1017,158
2025-11-27,11,1017,57
2025-11-26,11,1017,68
2025-11-25,11,1017,157
2025-11-24,11,1017,130
2025-11-23,11,1017,137
2025-11-22,11,1017,99
2025-11-21,11,1017,107
2025-11-20,11,1017,200
2025-11-19,11,1017,87
2025-11-18,11,1017,179
2025-11-17,11,1017,94
2025-11-16,11,1017,61
2025-11-15,11,1017,171
2025-11-14,11,1017,157
2025-11-13,11,1017,106
2025-11-12,11,1017,167
2025-11-11,11,1017,71
2025-11-10,11,1017,179
2025-11-09,11,1017,22
2025-11-08,11,1017,38
2025-11-07,11,1017,162
2025-11-06,11,1017,124
2025-11-05,11,1017,173
2025-11-04,11,1017,138
2025-11-03,11,1017,168
2025-11-02,11,1017,56
2025-11-01,11,1017,60
2025-10-31,11,1017,27
2025-10-30,11,1017,50
2025-12-29,11,1018,104
2025-12-28,11,1018,122
2025-12-27,11,1018,192
2025-12-26,11,1018,74
2025-12-25,11,1018,111
2025-12-24,11,1018,140
2025-12-23,11,1018,143
2025-12-22,11,1018,23
2025-12-21,11,1018,54
2025-12-20,11,1018,77
2025-12-19,11,1018,129
2025-12-18,11,1018,176
2025-12-17,11,1018,108
2025-12-16,11,1018,14
2025-12-15,11,1018,54
2025-12-14,11,1018,155
2025-12-13,11,1018,55
2025-12-12,11,1018,39
2025-12-11,11,1018,157
2025-12-10,11,1018,52
2025-12-09,11,1018,145
2025-12-08,11,1018,196
2025-12-07,11,1018,72
2025-12-06,11,1018,13
2025-12-05,11,1018,86
2025-12-04,11,1018,110
2025-12-03,11,1018,116
2025-12-02,11,1018,43
2025-12-01,11,1018,13
2025-11-30,11,1018,103
2025-11-29,11,1018,80
2025-11-28,11,1018,167
2025-11-27,11,1018,79
2025-11-26,11,1018,134
2025-11-25,11,1018,127
2025-11-24,11,1018,88
2025-11-23,11,1018,20
2025-11-22,11,1018,77
2025-11-21,11,1018,189
2025-11-20,11,1018,157
2025-11-19,11,1018,54
2025-11-18,11,1018,7
2025-11-17,11,1018,25
2025-11-16,11,1018,123
2025-11-15,11,1018,128
2025-11-14,11,1018,120
2025-11-13,11,1018,73
2025-11-12,11,1018,80
2025-11-11,11,1018,126
2025-11-10,11,1018,134
2025-11-09,11,1018,38
2025-11-08,11,1018,177
2025-11-07,11,1018,8
2025-11-06,11,1018,105
2025-11-05,11,1018,76
2025-11-04,11,1018,73
2025-11-03,11,1018,11
2025-11-02,11,1018,103
2025-11-01,11,1018,190
2025-10-31,11,1018,38
2025-10-30,11,1018,108
2025-12-29,11,1019,111
2025-12-28,11,1019,60
2025-12-27,11,1019,69
2025-12-26,11,1019,30
2025-12-25,11,1019,22
2025-12-24,11,1019,86
2025-12-23,11,1019,79
2025-12-22,11,1019,32
2025-12-21,11,1019,129
2025-12-20,11,1019,181
2025-12-19,11,1019,120
2025-12-18,11,1019,161
2025-12-17,11,1019,192
2025-12-16,11,1019,136
2025-12-15,11,1019,54
2025-12-14,11,1019,107
2025-12-13,11,1019,135
2025-12-12,11,1019,12
2025-12-11,11,1019,142
2025-12-10,11,1019,59
2025-12-09,11,1019,157
2025-12-08,11,1019,112
2025-12-07,11,1019,158
2025-12-06,11,1019,92
2025-12-05,11,1019,160
2025-12-04,11,1019,123
2025-12-03,11,1019,84
2025-12-02,11,1019,90
2025-12-01,11,1019,197
2025-11-30,11,1019,125
2025-11-29,11,1019,78
2025-11-28,11,1019,65
2025-11-27,11,1019,139
2025-11-26,11,1019,161
2025-11-25,11,1019,55
2025-11-24,11,1019,123
2025-11-23,11,1019,23
2025-11-22,11,1019,198
2025-11-21,11,1019,119
2025-11-20,11,1019,187
2025-11-19,11,1019,117
2025-11-18,11,1019,48
2025-11-17,11,1019,12
2025-11-16,11,1019,19
2025-11-15,11,1019,22
2025-11-14,11,1019,178
2025-11-13,11,1019,75
2025-11-12,11,1019,199
2025-11-11,11,1019,169
2025-11-10,11,1019,72
2025-11-09,11,1019,120
2025-11-08,11,1019,176
2025-11-07,11,1019,72
2025-11-06,11,1019,74
2025-11-05,11,1019,116
2025-11-04,11,1019,2
2025-11-03,11,1019,131
2025-11-02,11,1019,149
2025-11-01,11,1019,87
2025-10-31,11,1019,42
2025-10-30,11,1019,31
2025-12-29,11,1020,34
2025-12-28,11,1020,114
2025-12-27,11,1020,100
2025-12-26,11,1020,155
2025-12-25,11,1020,190
2025-12-24,11,1020,195
2025-12-23,11,1020,144
2025-12-22,11,1020,110
2025-12-21,11,1020,169
2025-12-20,11,1020,102
2025-12-19,11,1020,96
2025-12-18,11,1020,51
2025-12-17,11,1020,167
2025-12-16,11,1020,76
2025-12-15,11,1020,156
2025-12-14,11,1020,38
2025-12-13,11,1020,139
2025-12-12,11,1020,37
2025-12-11,11,1020,199
2025-12-10,11,1020,179
2025-12-09,11,1020,15
2025-12-08,11,1020,44
2025-12-07,11,1020,38
2025-12-06,11,1020,32
2025-12-05,11,1020,193
2025-12-04,11,1020,72
2025-12-03,11,1020,13
2025-12-02,11,1020,182
2025-12-01,11,1020,70
2025-11-30,11,1020,92
2025-11-29,11,1020,133
2025-11-28,11,1020,32
2025-11-27,11,1020,5
2025-11-26,11,1020,74
2025-11-25,11,1020,65
2025-11-24,11,1020,62
2025-11-23,11,1020,88
2025-11-22,11,1020,80
2025-11-21,11,1020,146
2025-11-20,11,1020,176
2025-11-19,11,1020,8
2025-11-18,11,1020,43
2025-11-17,11,1020,61
2025-11-16,11,1020,52
2025-11-15,11,1020,98
2025-11-14,11,1020,19
2025-11-13,11,1020,110
2025-11-12,11,1020,119
2025-11-11,11,1020,5
2025-11-10,11,1020,61
2025-11-09,11,1020,73
2025-11-08,11,1020,171
2025-11-07,11,1020,79
2025-11-06,11,1020,73
2025-11-05,11,1020,190
2025-11-04,11,1020,18
2025-11-03,11,1020,142
2025-11-02,11,1020,22
2025-11-01,11,1020,73
2025-10-31,11,1020,87
2025-10-30,11,1020,141
2025-12-29,11,1021,8
2025-12-28,11,1021,13
2025-12-27,11,1021,181
2025-12-26,11,1021,150
2025-12-25,11,1021,138
2025-12-24,11,1021,166
2025-12-23,11,1021,62
2025-12-22,11,1021,93
2025-12-21,11,1021,120
2025-12-20,11,1021,28
2025-12-19,11,1021,169
2025-12-18,11,1021,141
2025-12-17,11,1021,136
2025-12-16,11,1021,0
2025-12-15,11,1021,127
2025-12-14,11,1021,31
2025-12-13,11,1021,3
2025-12-12,11,1021,172
2025-12-11,11,1021,180
2025-12-10,11,1021,162
2025-12-09,11,1021,136
2025-12-08,11,1021,19
2025-12-07,11,1021,54
2025-12-06,11,1021,176
2025-12-05,11,1021,72
2025-12-04,11,1021,103
2025-12-03,11,1021,168
2025-12-02,11,1021,129
2025-12-01,11,1021,103
2025-11-30,11,1021,88
2025-11-29,11,1021,30
2025-11-28,11,1021,17
2025-11-27,11,1021,142
2025-11-26,11,1021,198
2025-11-25,11,1021,185
2025-11-24,11,1021,103
2025-11-23,11,1021,19
2025-11-22,11,1021,91
2025-11-21,11,1021,8
2025-11-20,11,1021,1
2025-11-19,11,1021,35
2025-11-18,11,1021,45
2025-11-17,11,1021,104
2025-11-16,11,1021,139
2025-11-15,11,1021,37
2025-11-14,11,1021,149
2025-11-13,11,1021,189
2025-11-12,11,1021,13
2025-11-11,11,1021,156
2025-11-10,11,1021,99
2025-11-09,11,1021,115
2025-11-08,11,1021,179
2025-11-07,11,1021,101
2025-11-06,11,1021,34
2025-11-05,11,1021,166
2025-11-04,11,1021,129
2025-11-03,11,1021,31
2025-11-02,11,1021,179
2025-11-01,11,1021,104
2025-10-31,11,1021,49
2025-10-30,11,1021,131
2025-12-29,11,1022,149
2025-12-28,11,1022,185
2025-12-27,11,1022,19
2025-12-26,11,1022,128
2025-12-25,11,1022,91
2025-12-24,11,1022,160
2025-12-23,11,1022,33
2025-12-22,11,1022,139
2025-12-21,11,1022,76
2025-12-20,11,1022,47
2025-12-19,11,1022,20
2025-12-18,11,1022,113
2025-12-17,11,1022,12
2025-12-16,11,1022,117
2025-12-15,11,1022,42
2025-12-14,11,1022,144
2025-12-13,11,1022,50
2025-12-12,11,1022,184
2025-12-11,11,1022,75
2025-12-10,11,1022,156
2025-12-09,11,1022,103
2025-12-08,11,1022,161
2025-12-07,11,1022,16
2025-12-06,11,1022,95
2025-12-05,11,1022,192
2025-12-04,11,1022,15
2025-12-03,11,1022,62
2025-12-02,11,1022,45
2025-12-01,11,1022,95
2025-11-30,11,1022,37
