transaction_id,date,store_id,product_id,units_sold,sales_amount
4586,2025-12-14,5,1015,5,472.45
4587,2025-11-29,20,1028,2,64.28
4588,2025-12-06,6,1029,5,40.15
4589,2025-12-10,21,1047,9,55.26
4590,2025-11-29,6,1036,6,337.92
4591,2025-12-26,10,1016,6,420.06
4592,2025-12-20,34,1020,6,701.1
4593,2025-12-08,18,1044,6,473.22
4594,2025-12-08,6,1027,5,230.75
4595,2025-12-13,49,1015,5,492.4
4596,2025-12-09,38,1002,10,983.1
4597,2025-12-01,47,1019,8,504.32
4598,2025-12-26,41,1047,10,81.8
4599,2025-12-06,7,1004,10,847.1
4600,2025-12-01,32,1036,5,251.9
4601,2025-12-27,11,1023,2,231.04
4602,2025-12-25,30,1032,7,670.25
4603,2025-12-21,5,1007,10,171.2
4604,2025-12-04,9,1038,4,230.36
4605,2025-12-27,37,1038,8,366.32
4606,2025-12-25,31,1046,6,59.64
4607,2025-12-18,13,1042,3,78.81
4608,2025-12-07,5,1049,5,358.8
4609,2025-12-16,26,1022,4,235.64
4610,2025-12-01,45,1044,4,354.48
4611,2025-12-26,1,1035,4,369.68
4612,2025-12-06,5,1003,6,470.1
4613,2025-11-30,47,1020,2,238.9
4614,2025-12-11,9,1008,6,90.54
4615,2025-12-17,16,1007,10,170.7
4616,2025-12-02,44,1012,6,437.64
4617,2025-12-10,48,1031,4,467.12
4618,2025-12-12,30,1022,9,641.07
4619,2025-12-08,12,1048,10,795.7
4620,2025-12-18,45,1040,7,606.06
4621,2025-12-06,3,1006,2,108.0
4622,2025-12-21,40,1015,6,613.08
4623,2025-12-05,47,1049,5,384.0
4624,2025-12-07,10,1014,2,46.18
4625,2025-12-04,2,1033,1,24.44
4626,2025-12-24,10,1022,8,430.48
4627,2025-12-28,49,1007,7,105.84
4628,2025-12-06,39,1028,8,270.96
4629,2025-12-20,38,1034,3,395.1
4630,2025-12-22,5,1022,7,500.64
4631,2025-12-27,18,1024,8,655.36
4632,2025-12-22,1,1012,6,384.0
4633,2025-12-27,31,1006,9,508.14
4634,2025-12-04,7,1008,5,98.55
4635,2025-12-19,43,1027,10,575.6
4636,2025-12-16,5,1025,4,237.12
4637,2025-12-27,32,1048,4,282.52
4638,2025-12-15,35,1025,1,62.48
4639,2025-12-05,34,1021,1,51.1
4640,2025-12-14,4,1039,5,186.4
4641,2025-12-20,36,1017,5,328.15
4642,2025-12-06,11,1016,9,674.01
4643,2025-12-12,50,1002,8,796.48
4644,2025-12-13,41,1009,3,50.4
4645,2025-12-04,13,1049,2,148.32
4646,2025-12-06,23,1040,9,844.92
4647,2025-11-29,50,1033,7,179.69
4648,2025-12-23,27,1046,5,45.7
4649,2025-12-28,19,1001,9,377.1
4650,2025-12-23,9,1018,3,76.2
4651,2025-12-21,35,1026,5,157.85
4652,2025-12-13,7,1047,3,22.68
4653,2025-12-12,20,1044,5,368.85
4654,2025-12-08,25,1040,2,155.0
4655,2025-12-02,36,1044,1,74.78
4656,2025-12-09,42,1043,9,961.74
4657,2025-12-05,47,1013,5,296.0
4658,2025-12-24,40,1013,1,52.19
4659,2025-12-22,43,1042,1,24.1
4660,2025-12-04,10,1007,4,57.04
4661,2025-12-20,32,1009,1,19.42
4662,2025-12-01,35,1006,1,58.95
4663,2025-12-27,7,1014,3,68.13
4664,2025-11-29,5,1014,5,108.35
4665,2025-12-28,3,1018,6,153.6
4666,2025-12-26,17,1034,7,860.65
4667,2025-12-19,24,1049,5,399.65
4668,2025-12-12,35,1025,5,258.15
4669,2025-12-22,50,1048,2,148.9
4670,2025-12-14,22,1012,5,311.45
4671,2025-12-13,3,1044,4,313.4
4672,2025-12-18,12,1002,5,460.15
4673,2025-12-04,23,1005,6,430.62
4674,2025-12-07,26,1013,7,367.71
4675,2025-12-16,32,1003,7,451.71
4676,2025-12-25,1,1016,4,272.16
4677,2025-12-25,44,1033,7,229.53
4678,2025-12-04,45,1026,9,250.74
4679,2025-12-14,39,1046,3,22.86
4680,2025-12-01,38,1017,4,286.08
4681,2025-12-23,30,1033,7,194.6
4682,2025-12-18,16,1015,3,342.12
4683,2025-12-07,46,1020,4,465.16
4684,2025-12-24,12,1041,7,592.27
4685,2025-12-14,42,1040,8,718.56
4686,2025-12-06,6,1037,6,641.22
4687,2025-12-29,44,1046,7,68.88
4688,2025-12-12,44,1002,5,417.4
4689,2025-12-18,18,1049,3,225.06
4690,2025-12-10,33,1019,5,381.8
4691,2025-12-11,23,1003,1,66.84
4692,2025-12-09,16,1046,9,67.86
4693,2025-12-29,34,1004,7,577.92
4694,2025-11-29,3,1017,10,814.3
4695,2025-12-29,47,1041,3,248.64
4696,2025-12-14,41,1046,8,77.6
4697,2025-12-13,22,1037,1,100.23
4698,2025-12-21,40,1001,7,302.54
4699,2025-12-25,45,1014,10,198.4
4700,2025-12-17,18,1035,2,224.92
4701,2025-12-11,27,1023,4,414.24
4702,2025-12-12,36,1023,6,675.66
4703,2025-12-01,37,1002,10,921.0
4704,2025-12-04,33,1032,7,758.8
4705,2025-12-14,44,1009,4,59.64
4706,2025-12-10,10,1031,9,1197.27
4707,2025-12-18,15,1016,10,762.4
4708,2025-12-21,19,1005,2,137.72
4709,2025-12-15,9,1025,10,524.4
4710,2025-12-11,4,1021,1,48.31
4711,2025-12-04,32,1039,6,239.22
4712,2025-12-06,23,1046,7,53.62
4713,2025-12-04,26,1025,2,113.1
4714,2025-12-08,50,1012,5,349.35
4715,2025-12-14,39,1007,4,58.64
4716,2025-12-04,17,1008,1,18.87
4717,2025-12-05,7,1030,5,83.15
4718,2025-12-16,11,1029,6,43.32
4719,2025-12-02,1,1039,1,44.94
4720,2025-12-17,5,1015,4,403.96
4721,2025-12-11,22,1037,1,97.3
4722,2025-12-29,50,1042,3,74.1
4723,2025-11-29,32,1011,9,635.67
4724,2025-12-19,43,1048,2,161.08
4725,2025-12-25,10,1041,4,338.36
4726,2025-11-30,35,1027,1,60.75
4727,2025-12-14,31,1046,9,90.54
4728,2025-12-01,13,1029,2,16.94
4729,2025-12-14,27,1023,2,251.58
4730,2025-11-30,25,1032,7,628.18
4731,2025-12-05,17,1045,6,304.02
4732,2025-12-01,20,1013,9,501.84
4733,2025-12-04,38,1016,6,426.66
4734,2025-12-28,10,1038,2,94.94
4735,2025-12-25,5,1031,1,110.31
4736,2025-12-02,7,1033,4,111.48
4737,2025-12-22,4,1043,2,198.24
4738,2025-12-05,47,1031,9,1024.65
4739,2025-12-20,2,1015,6,579.06
4740,2025-12-19,37,1001,8,397.6
4741,2025-12-24,18,1018,3,93.06
4742,2025-11-29,27,1046,9,82.17
4743,2025-12-11,30,1001,9,481.5
4744,2025-12-13,2,1050,2,174.32
4745,2025-12-13,22,1028,2,68.5
4746,2025-12-14,32,1010,1,13.68
4747,2025-12-29,22,1038,3,148.74
4748,2025-12-19,50,1024,9,721.89
4749,2025-12-07,21,1003,3,184.5
4750,2025-12-12,11,1009,2,37.3
4751,2025-12-18,5,1003,4,317.0
4752,2025-12-13,42,1026,2,51.04
4753,2025-12-25,47,1030,8,142.0
4754,2025-12-01,21,1034,4,430.96
4755,2025-12-26,1,1012,2,152.16
4756,2025-12-20,47,1006,4,253.04
4757,2025-12-25,19,1047,1,6.95
4758,2025-12-24,43,1024,6,534.9
4759,2025-12-28,15,1049,1,81.82
4760,2025-12-20,13,1041,2,184.82
4761,2025-12-22,21,1030,9,166.41
4762,2025-12-25,21,1012,4,262.72
4763,2025-12-11,12,1038,5,244.2
4764,2025-11-29,12,1015,8,957.36
4765,2025-12-09,29,1012,5,345.4
4766,2025-12-17,25,1024,1,81.13
4767,2025-12-02,23,1010,3,43.53
4768,2025-12-14,1,1034,2,256.32
4769,2025-12-13,46,1034,7,722.75
4770,2025-12-06,6,1050,5,401.7
4771,2025-12-25,44,1035,4,442.32
4772,2025-12-05,9,1018,9,263.34
4773,2025-12-22,9,1050,8,630.32
4774,2025-12-26,34,1001,4,214.44
4775,2025-12-19,8,1029,7,58.24
4776,2025-12-20,35,1024,4,391.24
4777,2025-12-09,19,1046,6,52.74
4778,2025-12-11,28,1042,4,115.2
4779,2025-12-01,6,1012,5,313.4
4780,2025-12-18,10,1022,6,338.52
4781,2025-12-28,16,1016,4,251.04
4782,2025-12-15,32,1014,3,59.04
4783,2025-12-13,6,1048,8,640.72
4784,2025-12-24,43,1042,1,25.95
4785,2025-12-22,49,1032,2,226.26
4786,2025-12-27,25,1039,7,300.79
4787,2025-12-29,41,1007,8,105.04
4788,2025-12-04,46,1016,1,72.6
4789,2025-12-16,27,1017,4,294.6
4790,2025-12-26,39,1029,1,7.65
4791,2025-11-29,40,1012,9,552.51
4792,2025-12-24,14,1037,2,211.4
4793,2025-12-26,3,1029,9,80.28
4794,2025-12-18,24,1047,5,38.3
4795,2025-12-25,10,1029,8,66.0
4796,2025-12-22,48,1014,3,53.7
4797,2025-12-06,28,1026,3,71.64
4798,2025-12-24,32,1024,4,334.48
4799,2025-12-06,32,1013,5,260.5
4800,2025-12-06,49,1027,8,371.04
4801,2025-11-29,23,1020,1,104.99
4802,2025-12-18,34,1022,7,419.51
4803,2025-12-03,11,1001,4,174.72
4804,2025-12-27,14,1036,2,130.0
4805,2025-12-08,25,1010,5,76.15
4806,2025-12-03,11,1012,7,544.6
4807,2025-12-20,44,1011,7,527.94
4808,2025-12-09,26,1041,3,283.89
4809,2025-12-05,28,1033,5,132.4
4810,2025-12-08,43,1005,4,285.32
4811,2025-12-28,6,1031,7,899.57
4812,2025-12-12,15,1040,7,553.63
4813,2025-12-26,34,1028,6,177.3
4814,2025-12-24,35,1022,5,314.9
4815,2025-12-28,31,1003,2,159.08
4816,2025-12-26,20,1048,8,656.64
4817,2025-12-19,10,1037,5,539.55
4818,2025-11-30,45,1050,3,216.9
4819,2025-12-03,4,1032,2,206.16
4820,2025-12-13,29,1028,9,324.0
4821,2025-12-18,3,1003,10,762.5
4822,2025-12-19,44,1002,4,382.64
4823,2025-12-13,37,1005,3,207.69
4824,2025-12-24,22,1041,7,593.46
4825,2025-11-29,48,1044,9,766.44
4826,2025-12-22,39,1011,3,239.76
4827,2025-12-26,33,1040,8,762.72
4828,2025-12-27,48,1038,4,207.0
4829,2025-12-09,40,1018,6,178.02
4830,2025-12-03,23,1012,8,587.84
4831,2025-12-08,30,1018,9,257.94
4832,2025-12-02,5,1002,2,163.56
4833,2025-12-11,42,1003,2,146.26
4834,2025-12-17,4,1015,6,577.86
4835,2025-12-21,13,1008,5,96.0
4836,2025-12-16,33,1028,10,323.4
4837,2025-12-24,12,1030,1,16.66
4838,2025-12-24,46,1015,8,822.48
4839,2025-12-15,20,1040,2,164.8
4840,2025-12-02,2,1038,3,134.61
4841,2025-12-12,37,1042,4,106.76
4842,2025-12-21,40,1033,2,64.06
4843,2025-12-13,42,1044,3,257.97
4844,2025-12-04,37,1041,4,361.76
4845,2025-12-12,29,1048,9,715.59
4846,2025-12-05,15,1018,4,113.56
4847,2025-12-19,27,1049,6,419.1
4848,2025-12-06,23,1011,1,67.95
4849,2025-12-11,39,1045,5,204.8
4850,2025-12-20,1,1024,2,157.26
4851,2025-12-11,10,1014,4,84.36
4852,2025-12-09,32,1009,7,100.66
4853,2025-12-29,49,1035,5,492.25
4854,2025-12-05,23,1044,10,851.3
4855,2025-12-15,18,1036,4,231.04
4856,2025-12-04,45,1042,8,231.44
4857,2025-12-09,22,1012,5,360.75
4858,2025-12-26,47,1029,10,86.8
4859,2025-12-06,29,1034,9,1147.59
4860,2025-12-07,29,1033,4,99.08
4861,2025-12-28,46,1013,1,58.13
4862,2025-11-30,19,1042,9,243.18
4863,2025-12-04,5,1002,5,471.75
4864,2025-12-29,6,1025,5,261.65
4865,2025-12-26,25,1031,9,1204.2
4866,2025-12-15,12,1043,4,383.24
4867,2025-12-08,36,1036,8,500.64
4868,2025-12-16,50,1013,9,534.42
4869,2025-11-29,6,1043,6,543.18
4870,2025-12-06,31,1036,7,383.81
4871,2025-12-18,22,1011,6,489.54
4872,2025-12-15,2,1028,5,179.9
4873,2025-12-16,11,1007,10,139.8
4874,2025-12-05,27,1024,5,417.45
4875,2025-12-13,50,1040,10,855.6
4876,2025-12-17,42,1007,10,163.4
4877,2025-12-09,11,1026,6,144.12
4878,2025-12-08,26,1035,8,899.12
4879,2025-12-28,22,1030,1,16.88
4880,2025-12-09,49,1022,7,382.48
4881,2025-12-09,12,1020,4,367.32
4882,2025-11-30,20,1040,8,720.8
4883,2025-12-06,35,1043,9,1011.87
4884,2025-12-14,13,1046,2,19.14
4885,2025-12-25,36,1030,8,134.8
4886,2025-12-11,24,1036,5,264.9
4887,2025-12-12,26,1033,7,184.52
4888,2025-12-16,28,1022,6,372.78
4889,2025-12-05,26,1034,8,779.36
4890,2025-12-14,2,1022,8,582.56
4891,2025-12-13,32,1049,3,214.59
4892,2025-12-06,37,1030,9,157.95
4893,2025-12-29,23,1019,5,363.2
4894,2025-12-14,16,1028,7,238.07
4895,2025-12-09,46,1035,1,111.21
4896,2025-12-28,2,1017,8,587.12
4897,2025-12-20,49,1028,4,123.76
4898,2025-12-27,30,1006,1,55.8
4899,2025-12-22,26,1010,10,140.8
4900,2025-12-23,41,1002,8,608.24
4901,2025-12-16,50,1049,3,210.27
4902,2025-12-09,5,1047,4,29.44
4903,2025-12-06,29,1030,5,81.6
4904,2025-12-17,13,1043,2,214.62
4905,2025-12-22,10,1007,4,69.2
4906,2025-12-27,4,1043,5,489.15
4907,2025-12-04,7,1005,2,140.12
4908,2025-12-23,2,1050,5,425.15
4909,2025-12-21,46,1023,4,481.72
4910,2025-12-08,19,1050,1,88.79
4911,2025-12-05,26,1039,4,180.32
4912,2025-12-10,16,1046,10,89.4
4913,2025-12-22,45,1015,8,920.24
4914,2025-12-13,21,1002,5,418.6
4915,2025-12-10,39,1009,5,71.5
4916,2025-12-23,14,1013,10,529.7
4917,2025-12-29,50,1022,10,604.4
4918,2025-12-04,50,1004,2,154.4
4919,2025-12-28,23,1032,4,427.76
4920,2025-11-30,44,1016,10,589.7
4921,2025-12-11,27,1021,6,267.12
4922,2025-12-21,27,1036,8,527.04
4923,2025-12-04,12,1044,5,357.15
4924,2025-12-03,14,1005,2,120.36
4925,2025-12-06,42,1045,4,198.24
4926,2025-12-18,41,1041,10,1073.3
4927,2025-12-25,9,1037,7,676.9
4928,2025-12-29,33,1044,2,163.12
4929,2025-12-11,8,1024,2,176.88
4930,2025-12-14,7,1050,2,159.62
4931,2025-12-18,9,1002,9,884.79
4932,2025-12-26,47,1003,8,613.84
4933,2025-12-19,25,1018,3,95.31
4934,2025-12-04,30,1012,2,122.24
4935,2025-12-21,48,1006,7,353.85
4936,2025-12-13,3,1044,5,413.4
4937,2025-12-03,24,1027,6,344.94
4938,2025-12-06,37,1021,5,246.35
4939,2025-12-02,3,1038,2,102.54
4940,2025-12-05,9,1033,9,258.21
4941,2025-12-11,48,1008,2,34.2
4942,2025-12-03,48,1038,1,44.0
4943,2025-12-21,26,1027,8,376.56
4944,2025-12-07,25,1021,2,89.72
4945,2025-12-03,10,1018,3,74.52
4946,2025-11-29,26,1045,5,203.25
4947,2025-12-01,5,1023,1,110.3
4948,2025-12-12,1,1022,7,448.28
4949,2025-12-05,29,1016,1,64.14
4950,2025-12-17,12,1032,7,756.7
4951,2025-12-28,7,1049,1,76.01
4952,2025-11-29,47,1017,10,837.7
4953,2025-12-26,19,1022,10,643.6
4954,2025-12-23,47,1016,1,67.64
4955,2025-12-18,19,1001,10,452.7
4956,2025-12-11,7,1025,7,375.48
4957,2025-12-23,31,1035,1,106.53
4958,2025-12-03,41,1019,6,435.3
4959,2025-12-03,1,1011,3,219.78
4960,2025-11-30,50,1007,9,141.3
4961,2025-12-22,35,1032,8,814.48
4962,2025-12-24,47,1046,9,84.87
4963,2025-12-05,18,1043,3,320.76
4964,2025-12-26,12,1050,7,636.65
4965,2025-12-14,1,1033,9,291.06
4966,2025-12-18,46,1048,10,747.0
4967,2025-11-30,33,1050,5,363.0
4968,2025-12-20,8,1034,8,1034.32
4969,2025-12-21,27,1006,7,412.58
4970,2025-12-18,5,1045,10,417.1
4971,2025-12-11,7,1050,4,326.32
4972,2025-12-19,33,1025,2,100.16
4973,2025-12-05,2,1023,3,377.13
4974,2025-12-14,10,1002,10,800.9
4975,2025-12-04,7,1016,4,254.76
4976,2025-12-17,36,1011,1,77.02
4977,2025-12-20,5,1043,5,542.85
4978,2025-12-15,3,1019,3,203.67
4979,2025-12-27,16,1037,6,579.42
4980,2025-12-04,6,1035,2,202.34
4981,2025-12-19,29,1037,8,840.88
4982,2025-11-29,37,1003,6,468.18
4983,2025-12-07,16,1007,8,111.76
4984,2025-12-10,5,1023,6,684.54
4985,2025-12-14,2,1031,8,1039.04
4986,2025-12-10,17,1021,7,366.31
4987,2025-12-25,1,1008,9,177.12
4988,2025-12-20,50,1006,8,496.88
4989,2025-12-14,41,1034,3,323.04
4990,2025-12-19,29,1011,3,196.41
4991,2025-12-15,20,1027,4,231.64
4992,2025-12-24,10,1010,4,63.68
4993,2025-12-03,26,1003,3,184.53
4994,2025-12-16,33,1037,9,930.15
4995,2025-12-15,41,1033,8,254.64
4996,2025-12-24,50,1034,4,419.2
4997,2025-12-26,5,1037,9,996.66
4998,2025-12-25,24,1020,2,245.66
4999,2025-12-05,44,1042,6,168.3
5000,2025-12-18,50,1031,10,1463.4
5001,2025-12-22,34,1032,4,403.16
5002,2025-12-18,29,1042,7,174.72
5003,2025-12-11,23,1035,6,588.84
5004,2025-12-13,46,1049,10,681.7
5005,2025-12-06,40,1002,10,891.0
5006,2025-12-07,42,1035,7,721.49
5007,2025-12-08,5,1014,4,92.92
5008,2025-12-04,46,1027,2,103.8
5009,2025-12-23,20,1041,8,714.88
5010,2025-12-24,11,1034,4,503.08
5011,2025-12-20,10,1015,2,230.26
5012,2025-11-29,3,1002,4,321.76
5013,2025-12-10,23,1006,10,527.8
5014,2025-12-02,43,1012,7,552.79
5015,2025-12-21,14,1050,9,729.9
5016,2025-12-25,36,1007,9,148.41
5017,2025-12-07,20,1037,6,538.2
5018,2025-12-14,48,1032,10,1118.0
5019,2025-12-22,3,1032,6,614.46
5020,2025-12-03,36,1039,3,130.98
5021,2025-12-13,7,1029,3,24.48
5022,2025-12-01,18,1019,10,633.7
5023,2025-12-27,2,1032,1,90.47
5024,2025-12-06,21,1015,10,1212.3
5025,2025-12-29,36,1035,2,229.56
5026,2025-12-18,41,1010,7,85.12
5027,2025-12-25,30,1036,2,100.4
5028,2025-12-02,10,1049,7,464.73
5029,2025-12-18,16,1027,9,510.84
5030,2025-12-13,20,1040,10,958.3
5031,2025-12-03,2,1025,6,385.14
5032,2025-12-23,17,1005,10,626.6
5033,2025-12-17,21,1034,10,1173.3
5034,2025-12-11,27,1030,10,163.8
5035,2025-12-18,3,1009,7,120.12
5036,2025-12-09,40,1024,2,192.92
5037,2025-12-04,1,1008,2,38.4
5038,2025-12-19,29,1045,8,378.24
5039,2025-12-24,2,1044,7,664.02
5040,2025-12-09,25,1020,5,515.55
5041,2025-12-16,45,1017,1,83.85
5042,2025-12-12,49,1043,10,1122.8
5043,2025-12-12,46,1018,9,294.39
5044,2025-12-13,34,1006,10,499.4
5045,2025-12-27,23,1034,9,879.84
5046,2025-12-11,14,1041,2,165.38
5047,2025-12-17,10,1036,7,455.21
5048,2025-12-11,35,1030,5,99.2
5049,2025-11-30,5,1011,4,283.68
5050,2025-12-18,17,1034,9,1176.84
5051,2025-12-18,16,1022,3,212.25
5052,2025-12-29,44,1030,3,44.37
5053,2025-12-27,8,1049,1,81.83
5054,2025-12-20,15,1032,9,885.78
5055,2025-12-19,45,1048,4,250.36
5056,2025-11-29,3,1018,3,76.5
5057,2025-12-01,47,1013,2,126.54
5058,2025-12-05,5,1034,3,332.4
5059,2025-11-29,16,1019,9,610.74
5060,2025-12-17,46,1035,8,704.0
5061,2025-12-16,22,1046,8,71.36
5062,2025-12-21,47,1027,1,49.31
5063,2025-12-02,43,1031,2,227.88
5064,2025-12-03,19,1020,10,1203.8
5065,2025-12-09,13,1006,2,101.38
5066,2025-12-15,33,1039,7,305.06
5067,2025-12-09,48,1048,8,643.52
5068,2025-12-12,6,1034,5,656.7
5069,2025-11-29,23,1021,10,458.9
5070,2025-12-05,20,1044,4,287.2
5071,2025-12-08,21,1010,6,75.96
5072,2025-12-23,47,1019,5,405.9
5073,2025-12-16,15,1013,5,298.35
5074,2025-12-15,7,1026,9,266.85
5075,2025-12-02,32,1023,5,593.45
5076,2025-12-03,48,1021,1,50.93
5077,2025-12-08,47,1040,10,876.9
5078,2025-12-03,13,1007,4,58.12
5079,2025-12-24,1,1010,3,38.34
5080,2025-12-08,36,1034,9,931.41
5081,2025-12-12,1,1004,6,466.14
5082,2025-12-20,17,1029,10,91.0
5083,2025-12-13,36,1036,2,109.12
5084,2025-12-12,41,1036,9,497.34
5085,2025-12-16,46,1046,9,75.51
5086,2025-12-20,35,1005,5,288.95
5087,2025-12-01,28,1032,7,780.92
5088,2025-12-19,25,1008,6,102.12
5089,2025-12-07,36,1031,4,449.88
5090,2025-12-26,4,1016,5,349.9
5091,2025-12-29,31,1044,10,817.5
5092,2025-11-29,27,1031,10,1101.1
5093,2025-12-28,13,1050,5,397.8
5094,2025-12-10,24,1042,8,232.4
5095,2025-12-25,4,1028,8,259.52
5096,2025-12-19,35,1013,6,305.82
5097,2025-12-17,8,1017,10,794.5
5098,2025-12-19,14,1025,3,145.23
5099,2025-12-27,12,1023,2,223.92
5100,2025-12-04,25,1002,3,300.15
5101,2025-12-23,39,1015,4,437.2
5102,2025-12-06,30,1035,7,621.81
5103,2025-11-30,47,1006,5,300.6
5104,2025-12-07,25,1001,2,94.44
5105,2025-12-02,49,1008,4,76.08
5106,2025-12-21,16,1050,10,766.4
5107,2025-12-05,3,1033,8,238.48
5108,2025-12-13,7,1049,2,131.24
5109,2025-12-09,31,1008,7,108.01
5110,2025-12-09,20,1008,6,122.88
5111,2025-12-23,29,1030,3,55.2
5112,2025-12-05,39,1018,6,186.72
5113,2025-12-18,25,1006,1,57.67
5114,2025-12-12,50,1029,5,44.65
5115,2025-12-03,33,1028,4,142.56
5116,2025-12-21,29,1033,8,222.4
5117,2025-12-22,46,1049,8,585.84
5118,2025-12-26,39,1019,7,523.18
5119,2025-12-18,47,1031,9,1002.42
5120,2025-12-23,8,1046,10,89.5
5121,2025-12-06,43,1023,6,728.82
5122,2025-12-12,27,1004,7,638.05
5123,2025-12-09,42,1042,10,262.1
5124,2025-11-30,23,1025,9,455.94
5125,2025-12-07,34,1021,1,60.28
5126,2025-12-29,7,1028,5,173.95
5127,2025-12-19,40,1035,1,114.09
5128,2025-12-06,45,1010,3,38.67
5129,2025-12-27,41,1010,5,62.55
5130,2025-12-15,7,1024,2,202.1
5131,2025-12-18,1,1010,9,116.46
5132,2025-12-19,17,1032,7,732.13
5133,2025-12-17,46,1001,1,53.77
5134,2025-12-24,5,1038,6,286.5
5135,2025-12-29,10,1024,7,560.56
5136,2025-12-25,46,1003,5,326.3
5137,2025-12-01,39,1024,3,306.21
5138,2025-12-19,43,1045,4,198.16
5139,2025-12-14,44,1050,1,79.43
5140,2025-12-05,25,1043,1,111.71
5141,2025-12-27,21,1003,5,408.75
5142,2025-12-19,32,1040,4,341.36
5143,2025-11-29,30,1004,1,94.22
5144,2025-12-12,8,1039,5,214.0
5145,2025-11-30,6,1022,10,705.9
5146,2025-11-30,29,1017,4,306.28
5147,2025-12-27,48,1047,10,65.7
5148,2025-12-01,26,1046,7,71.05
5149,2025-12-08,40,1023,7,768.39
5150,2025-12-15,26,1031,2,249.14
5151,2025-12-07,15,1001,1,54.55
5152,2025-12-04,10,1033,10,248.5
5153,2025-12-19,45,1049,2,135.84
5154,2025-12-27,24,1007,3,46.17
5155,2025-12-29,40,1031,4,514.16
5156,2025-12-26,20,1039,8,343.12
5157,2025-12-19,24,1038,5,215.45
5158,2025-12-12,38,1010,6,85.74
5159,2025-12-09,23,1004,3,230.58
5160,2025-12-29,3,1013,9,527.76
5161,2025-12-16,31,1027,3,164.52
5162,2025-12-04,10,1035,9,950.85
5163,2025-12-02,35,1043,4,408.48
5164,2025-12-16,39,1004,6,539.82
5165,2025-12-13,11,1002,10,1024.9
5166,2025-12-03,18,1006,9,440.19
5167,2025-12-14,30,1044,3,212.85
5168,2025-12-23,27,1036,6,341.04
5169,2025-12-15,36,1036,2,115.44
5170,2025-12-28,44,1037,3,294.93
5171,2025-12-07,24,1050,2,183.08
5172,2025-11-29,41,1030,7,116.83
5173,2025-12-16,41,1002,6,453.42
5174,2025-12-04,21,1019,3,194.73
5175,2025-12-10,31,1033,2,64.36
5176,2025-11-30,32,1048,4,270.2
5177,2025-12-29,24,1015,3,354.69
5178,2025-12-04,17,1012,8,547.2
5179,2025-12-19,47,1022,4,238.68
5180,2025-12-02,3,1033,5,141.2
5181,2025-12-29,45,1022,6,427.86
5182,2025-12-03,11,1009,10,191.1
5183,2025-12-24,4,1009,1,19.01
5184,2025-12-04,50,1033,8,203.6
5185,2025-12-24,31,1021,2,90.66
5186,2025-12-17,4,1033,2,63.5
5187,2025-12-17,27,1029,1,8.83
5188,2025-12-17,4,1004,10,759.6
5189,2025-12-04,4,1047,3,22.98
5190,2025-12-05,15,1009,3,44.31
5191,2025-12-18,24,1049,7,453.95
5192,2025-12-05,7,1022,10,694.6
5193,2025-12-19,21,1010,2,29.14
5194,2025-11-30,15,1014,8,165.84
5195,2025-12-22,9,1047,8,59.28
5196,2025-12-21,35,1006,1,49.2
5197,2025-12-21,9,1049,5,320.55
5198,2025-12-13,40,1006,7,393.61
5199,2025-12-23,40,1009,9,143.73
5200,2025-12-24,6,1050,9,687.51
5201,2025-12-21,24,1013,4,229.92
5202,2025-12-04,25,1031,9,1067.31
5203,2025-12-26,19,1038,3,133.11
5204,2025-12-23,20,1033,1,26.21
5205,2025-12-06,1,1028,5,171.55
5206,2025-12-07,18,1026,6,167.88
5207,2025-12-15,12,1050,1,74.23
5208,2025-12-12,36,1035,2,184.22
5209,2025-12-20,32,1008,4,69.08
5210,2025-12-04,31,1045,2,90.9
5211,2025-12-06,4,1045,8,380.48
5212,2025-12-24,48,1022,3,200.91
5213,2025-12-23,14,1022,5,299.1
5214,2025-12-02,44,1049,7,481.39
5215,2025-12-23,13,1039,9,381.33
5216,2025-12-29,20,1044,9,796.86
5217,2025-12-26,26,1008,10,200.2
5218,2025-12-27,42,1034,6,690.42
5219,2025-12-26,49,1001,3,135.87
5220,2025-12-24,45,1038,2,102.12
5221,2025-12-04,45,1035,9,909.81
5222,2025-12-18,6,1007,2,26.76
5223,2025-12-02,46,1031,1,121.01
5224,2025-12-04,21,1010,5,71.7
5225,2025-12-28,6,1033,3,97.5
5226,2025-12-12,37,1045,5,215.05
5227,2025-12-16,29,1039,8,330.24
5228,2025-12-25,19,1044,10,800.3
5229,2025-12-18,36,1025,7,417.41
5230,2025-12-02,38,1023,3,322.71
5231,2025-12-04,31,1016,10,683.0
5232,2025-11-30,17,1036,3,145.53
5233,2025-12-20,44,1026,9,244.8
5234,2025-12-05,32,1046,7,64.26
5235,2025-12-11,19,1049,5,390.1
5236,2025-12-05,8,1029,3,25.2
5237,2025-12-16,44,1001,10,554.6
5238,2025-12-12,35,1006,10,640.9
5239,2025-12-15,9,1008,6,117.9
5240,2025-12-29,8,1017,9,767.79
5241,2025-12-28,26,1042,2,49.84
5242,2025-12-08,44,1024,3,235.26
5243,2025-12-24,35,1043,5,433.5
5244,2025-12-04,31,1028,3,96.03
5245,2025-12-21,23,1048,8,503.28
5246,2025-11-29,11,1010,7,112.07
5247,2025-12-16,50,1050,4,305.44
5248,2025-12-03,43,1027,6,337.32
5249,2025-12-08,28,1018,4,100.68
